timestamp,Price/TH (Under 19 TH/s),Price/TH (19-25 TH/s),Price/TH (25-38 TH/s),Price/TH (38-68 TH/s),Price/TH (Above 68 TH/s),BTC Price (USD)
2021-05-06 00:00:00+00:00,,,119.17,96.43,52.85,56393.68
2021-05-05 00:00:00+00:00,,,119.17,96.43,52.85,57436.11
2021-05-04 00:00:00+00:00,,,119.17,96.43,52.85,53200.01
2021-05-03 00:00:00+00:00,,,119.17,96.43,52.85,57169.39
2021-05-02 00:00:00+00:00,,,119.04,94.05,50.35,56578.21
2021-05-01 00:00:00+00:00,,,119.04,94.05,50.35,57800.37
2021-04-30 00:00:00+00:00,,,119.04,94.05,50.35,57694.27
2021-04-29 00:00:00+00:00,,,119.04,94.05,50.35,53555.0
2021-04-28 00:00:00+00:00,,,119.04,94.05,50.35,54846.22
2021-04-27 00:00:00+00:00,,,119.04,94.05,50.35,55011.97
2021-04-26 00:00:00+00:00,,,119.04,94.05,50.35,54001.39
2021-04-25 00:00:00+00:00,,,118.17,89.17,48.82,49066.77
2021-04-24 00:00:00+00:00,,,118.17,89.17,48.82,50047.84
2021-04-23 00:00:00+00:00,,,118.17,89.17,48.82,51125.14
2021-04-22 00:00:00+00:00,,,118.17,89.17,48.82,51690.96
2021-04-21 00:00:00+00:00,,,118.17,89.17,48.82,53787.63
2021-04-20 00:00:00+00:00,,,118.17,89.17,48.82,56425.0
2021-04-19 00:00:00+00:00,,,118.17,89.17,48.82,55633.14
2021-04-18 00:00:00+00:00,,,116.08,84.09,45.71,56150.01
2021-04-17 00:00:00+00:00,,,116.08,84.09,45.71,60006.66
2021-04-16 00:00:00+00:00,,,116.08,84.09,45.71,61334.8
2021-04-15 00:00:00+00:00,,,116.08,84.09,45.71,63159.98
2021-04-14 00:00:00+00:00,,,116.08,84.09,45.71,62959.53
2021-04-13 00:00:00+00:00,,,116.08,84.09,45.71,63575.0
2021-04-12 00:00:00+00:00,,,116.08,84.09,45.71,59860.0
2021-04-11 00:00:00+00:00,,,113.71,77.42,44.31,60002.43
2021-04-10 00:00:00+00:00,,,113.71,77.42,44.31,59769.13
2021-04-09 00:00:00+00:00,,,113.71,77.42,44.31,58142.54
2021-04-08 00:00:00+00:00,,,113.71,77.42,44.31,58077.52
2021-04-07 00:00:00+00:00,,,113.71,77.42,44.31,55953.45
2021-04-06 00:00:00+00:00,,,113.71,77.42,44.31,57991.15
2021-04-05 00:00:00+00:00,,,113.71,77.42,44.31,59129.99
2021-04-04 00:00:00+00:00,,,110.31,70.83,43.71,58202.01
2021-04-03 00:00:00+00:00,,,110.31,70.83,43.71,57051.94
2021-04-02 00:00:00+00:00,,,110.31,70.83,43.71,58950.01
2021-04-01 00:00:00+00:00,,,110.31,70.83,43.71,58720.44
2021-03-31 00:00:00+00:00,,,110.31,70.83,43.71,58740.55
2021-03-30 00:00:00+00:00,,,110.31,70.83,43.71,58746.57
2021-03-29 00:00:00+00:00,,,110.31,70.83,43.71,57635.47
2021-03-28 00:00:00+00:00,,,105.56,67.14,40.41,55777.63
2021-03-27 00:00:00+00:00,,,105.56,67.14,40.41,55817.14
2021-03-26 00:00:00+00:00,,,105.56,67.14,40.41,55025.59
2021-03-25 00:00:00+00:00,,,105.56,67.14,40.41,51293.78
2021-03-24 00:00:00+00:00,,,105.56,67.14,40.41,52303.65
2021-03-23 00:00:00+00:00,,,105.56,67.14,40.41,54340.89
2021-03-22 00:00:00+00:00,,,105.56,67.14,40.41,54083.25
2021-03-21 00:00:00+00:00,,,102.52,62.03,37.18,57351.56
2021-03-20 00:00:00+00:00,,,102.52,62.03,37.18,58102.28
2021-03-19 00:00:00+00:00,,,102.52,62.03,37.18,58030.01
2021-03-18 00:00:00+00:00,,,102.52,62.03,37.18,57648.16
2021-03-17 00:00:00+00:00,,,102.52,62.03,37.18,58912.97
2021-03-16 00:00:00+00:00,,,102.52,62.03,37.18,56900.75
2021-03-15 00:00:00+00:00,,,102.52,62.03,37.18,55605.2
2021-03-14 00:00:00+00:00,,,96.93,60.02,31.78,58968.31
2021-03-13 00:00:00+00:00,,,96.93,60.02,31.78,61188.39
2021-03-12 00:00:00+00:00,,,96.93,60.02,31.78,57221.72
2021-03-11 00:00:00+00:00,,,96.93,60.02,31.78,57773.16
2021-03-10 00:00:00+00:00,,,96.93,60.02,31.78,55851.59
2021-03-09 00:00:00+00:00,,,96.93,60.02,31.78,54884.5
2021-03-08 00:00:00+00:00,,,96.93,60.02,31.78,52375.17
2021-03-07 00:00:00+00:00,,,90.28,57.77,25.01,50971.75
2021-03-06 00:00:00+00:00,,,90.28,57.77,25.01,48882.2
2021-03-05 00:00:00+00:00,,,90.28,57.77,25.01,48751.71
2021-03-04 00:00:00+00:00,,,90.28,57.77,25.01,48374.09
2021-03-03 00:00:00+00:00,,,90.28,57.77,25.01,50349.37
2021-03-02 00:00:00+00:00,,,90.28,57.77,25.01,48440.65
2021-03-01 00:00:00+00:00,,,90.28,57.77,25.01,49587.03
2021-02-28 00:00:00+00:00,,,83.24,55.59,23.01,45135.66
2021-02-27 00:00:00+00:00,,,83.24,55.59,23.01,46106.43
2021-02-26 00:00:00+00:00,,,83.24,55.59,23.01,46276.87
2021-02-25 00:00:00+00:00,,,83.24,55.59,23.01,47073.73
2021-02-24 00:00:00+00:00,,,83.24,55.59,23.01,49676.2
2021-02-23 00:00:00+00:00,,,83.24,55.59,23.01,48891.0
2021-02-22 00:00:00+00:00,,,83.24,55.59,23.01,54087.67
2021-02-21 00:00:00+00:00,,,75.01,54.84,19.67,57408.57
2021-02-20 00:00:00+00:00,,,75.01,54.84,19.67,55841.19
2021-02-19 00:00:00+00:00,,,75.01,54.84,19.67,55906.0
2021-02-18 00:00:00+00:00,,,75.01,54.84,19.67,51552.6
2021-02-17 00:00:00+00:00,,,75.01,54.84,19.67,52119.71
2021-02-16 00:00:00+00:00,,,75.01,54.84,19.67,49133.45
2021-02-15 00:00:00+00:00,,,75.01,54.84,19.67,47911.1
2021-02-14 00:00:00+00:00,,,71.2,50.93,16.76,48577.79
2021-02-13 00:00:00+00:00,,,71.2,50.93,16.76,47153.69
2021-02-12 00:00:00+00:00,,,71.2,50.93,16.76,47287.6
2021-02-11 00:00:00+00:00,,,71.2,50.93,16.76,47969.51
2021-02-10 00:00:00+00:00,,,71.2,50.93,16.76,44807.58
2021-02-09 00:00:00+00:00,,,71.2,50.93,16.76,46420.42
2021-02-08 00:00:00+00:00,,,71.2,50.93,16.76,46374.87
2021-02-07 00:00:00+00:00,,,69.94,49.68,16.94,38795.69
2021-02-06 00:00:00+00:00,,,69.94,49.68,16.94,39186.94
2021-02-05 00:00:00+00:00,,,69.94,49.68,16.94,38290.24
2021-02-04 00:00:00+00:00,,,69.94,49.68,16.94,36936.66
2021-02-03 00:00:00+00:00,,,69.94,49.68,16.94,37618.87
2021-02-02 00:00:00+00:00,,,69.94,49.68,16.94,35466.24
2021-02-01 00:00:00+00:00,,,69.94,49.68,16.94,33526.37
2021-01-31 00:00:00+00:00,,,71.26,46.14,14.89,33092.98
2021-01-30 00:00:00+00:00,,,71.26,46.14,14.89,34262.88
2021-01-29 00:00:00+00:00,,,71.26,46.14,14.89,34252.2
2021-01-28 00:00:00+00:00,,,71.26,46.14,14.89,33364.86
2021-01-27 00:00:00+00:00,,,71.26,46.14,14.89,30366.15
2021-01-26 00:00:00+00:00,,,71.26,46.14,14.89,32467.77
2021-01-25 00:00:00+00:00,,,71.26,46.14,14.89,32254.2
2021-01-24 00:00:00+00:00,,,66.89,41.12,15.66,32259.9
2021-01-23 00:00:00+00:00,,,66.89,41.12,15.66,32078.0
2021-01-22 00:00:00+00:00,,,66.89,41.12,15.66,32945.17
2021-01-21 00:00:00+00:00,,,66.89,41.12,15.66,30850.13
2021-01-20 00:00:00+00:00,,,66.89,41.12,15.66,35468.23
2021-01-19 00:00:00+00:00,,,66.89,41.12,15.66,35891.49
2021-01-18 00:00:00+00:00,,,66.89,41.12,15.66,36631.27
2021-01-17 00:00:00+00:00,,,59.13,36.77,14.25,35828.61
2021-01-16 00:00:00+00:00,,,59.13,36.77,14.25,35994.98
2021-01-15 00:00:00+00:00,,,59.13,36.77,14.25,36742.22
2021-01-14 00:00:00+00:00,,,59.13,36.77,14.25,39144.5
2021-01-13 00:00:00+00:00,,,59.13,36.77,14.25,37371.38
2021-01-12 00:00:00+00:00,,,59.13,36.77,14.25,34051.24
2021-01-11 00:00:00+00:00,,,59.13,36.77,14.25,35404.47
2021-01-10 00:00:00+00:00,,,49.88,30.81,13.37,38150.02
2021-01-09 00:00:00+00:00,,,49.88,30.81,13.37,40088.22
2021-01-08 00:00:00+00:00,,,49.88,30.81,13.37,40582.81
2021-01-07 00:00:00+00:00,,,49.88,30.81,13.37,39432.28
2021-01-06 00:00:00+00:00,,,49.88,30.81,13.37,36769.36
2021-01-05 00:00:00+00:00,,,49.88,30.81,13.37,33949.53
2021-01-04 00:00:00+00:00,,,49.88,30.81,13.37,31988.71
2021-01-03 00:00:00+00:00,,,40.53,26.02,13.36,33000.05
2021-01-02 00:00:00+00:00,,,40.53,26.02,13.36,32178.33
2021-01-01 00:00:00+00:00,,,40.53,26.02,13.36,29331.69
2020-12-31 00:00:00+00:00,,,40.53,26.02,13.36,28923.63
2020-12-30 00:00:00+00:00,,,40.53,26.02,13.36,28875.54
2020-12-29 00:00:00+00:00,,,40.53,26.02,13.36,27385.0
2020-12-28 00:00:00+00:00,,,40.53,26.02,13.36,27079.41
2020-12-27 00:00:00+00:00,,,36.9,23.77,12.22,26281.66
2020-12-26 00:00:00+00:00,,,36.9,23.77,12.22,26493.39
2020-12-25 00:00:00+00:00,,,36.9,23.77,12.22,24712.47
2020-12-24 00:00:00+00:00,,,36.9,23.77,12.22,23729.2
2020-12-23 00:00:00+00:00,,,36.9,23.77,12.22,23232.76
2020-12-22 00:00:00+00:00,,,36.9,23.77,12.22,23810.79
2020-12-21 00:00:00+00:00,,,36.9,23.77,12.22,22719.71
2020-12-20 00:00:00+00:00,,,35.12,22.46,11.72,23455.52
2020-12-19 00:00:00+00:00,,,35.12,22.46,11.72,23821.61
2020-12-18 00:00:00+00:00,,,35.12,22.46,11.72,23107.39
2020-12-17 00:00:00+00:00,,,35.12,22.46,11.72,22797.16
2020-12-16 00:00:00+00:00,,,35.12,22.46,11.72,21335.52
2020-12-15 00:00:00+00:00,,,35.12,22.46,11.72,19426.43
2020-12-14 00:00:00+00:00,,,35.12,22.46,11.72,19273.14
2020-12-13 00:00:00+00:00,,,34.03,21.31,9.81,19174.99
2020-12-12 00:00:00+00:00,,,34.03,21.31,9.81,18808.69
2020-12-11 00:00:00+00:00,,,34.03,21.31,9.81,18036.53
2020-12-10 00:00:00+00:00,,,34.03,21.31,9.81,18254.63
2020-12-09 00:00:00+00:00,,,34.03,21.31,9.81,18541.28
2020-12-08 00:00:00+00:00,,,34.03,21.31,9.81,18324.11
2020-12-07 00:00:00+00:00,,,34.03,21.31,9.81,19166.9
2020-12-06 00:00:00+00:00,,,32.2,20.89,7.93,19359.4
2020-12-05 00:00:00+00:00,,,32.2,20.89,7.93,19147.66
2020-12-04 00:00:00+00:00,,,32.2,20.89,7.93,18650.52
2020-12-03 00:00:00+00:00,,,32.2,20.89,7.93,19421.9
2020-12-02 00:00:00+00:00,,,32.2,20.89,7.93,19204.09
2020-12-01 00:00:00+00:00,,,32.2,20.89,7.93,18764.96
2020-11-30 00:00:00+00:00,,,32.2,20.89,7.93,19695.87
2020-11-29 00:00:00+00:00,,,30.83,19.75,6.45,18184.99
2020-11-28 00:00:00+00:00,,,30.83,19.75,6.45,17719.85
2020-11-27 00:00:00+00:00,,,30.83,19.75,6.45,17139.52
2020-11-26 00:00:00+00:00,,,30.83,19.75,6.45,17149.47
2020-11-25 00:00:00+00:00,,,30.83,19.75,6.45,18719.11
2020-11-24 00:00:00+00:00,,,30.83,19.75,6.45,19160.01
2020-11-23 00:00:00+00:00,,,30.83,19.75,6.45,18368.0
2020-11-22 00:00:00+00:00,,,28.29,18.8,6.09,18414.43
2020-11-21 00:00:00+00:00,,,28.29,18.8,6.09,18703.8
2020-11-20 00:00:00+00:00,,,28.29,18.8,6.09,18655.67
2020-11-19 00:00:00+00:00,,,28.29,18.8,6.09,17802.82
2020-11-18 00:00:00+00:00,,,28.29,18.8,6.09,17776.12
2020-11-17 00:00:00+00:00,,,28.29,18.8,6.09,17659.38
2020-11-16 00:00:00+00:00,,,28.29,18.8,6.09,16713.57
2020-11-15 00:00:00+00:00,,,26.54,18.3,6.04,15957.0
2020-11-14 00:00:00+00:00,,,26.54,18.3,6.04,16070.45
2020-11-13 00:00:00+00:00,,,26.54,18.3,6.04,16320.7
2020-11-12 00:00:00+00:00,,,26.54,18.3,6.04,16291.86
2020-11-11 00:00:00+00:00,,,26.54,18.3,6.04,15684.24
2020-11-10 00:00:00+00:00,,,26.54,18.3,6.04,15297.21
2020-11-09 00:00:00+00:00,,,26.54,18.3,6.04,15328.41
2020-11-08 00:00:00+00:00,,,25.64,17.91,4.6,15475.1
2020-11-07 00:00:00+00:00,,,25.64,17.91,4.6,14818.3
2020-11-06 00:00:00+00:00,,,25.64,17.91,4.6,15579.92
2020-11-05 00:00:00+00:00,,,25.64,17.91,4.6,15590.02
2020-11-04 00:00:00+00:00,,,25.64,17.91,4.6,14144.01
2020-11-03 00:00:00+00:00,,,25.64,17.91,4.6,14023.53
2020-11-02 00:00:00+00:00,,,25.64,17.91,4.6,13549.37
2020-11-01 00:00:00+00:00,,,24.87,17.78,4.25,13761.5
2020-10-31 00:00:00+00:00,,,24.87,17.78,4.25,13791.0
2020-10-30 00:00:00+00:00,,,24.87,17.78,4.25,13560.1
2020-10-29 00:00:00+00:00,,,24.87,17.78,4.25,13455.7
2020-10-28 00:00:00+00:00,,,24.87,17.78,4.25,13266.4
2020-10-27 00:00:00+00:00,,,24.87,17.78,4.25,13636.17
2020-10-26 00:00:00+00:00,,,24.87,17.78,4.25,13052.19
2020-10-25 00:00:00+00:00,,,25.7,17.7,4.2,13028.83
2020-10-24 00:00:00+00:00,,,25.7,17.7,4.2,13111.73
2020-10-23 00:00:00+00:00,,,25.7,17.7,4.2,12923.07
2020-10-22 00:00:00+00:00,,,25.7,17.7,4.2,12968.52
2020-10-21 00:00:00+00:00,,,25.7,17.7,4.2,12780.96
2020-10-20 00:00:00+00:00,,,25.7,17.7,4.2,11909.99
2020-10-19 00:00:00+00:00,,,25.7,17.7,4.2,11751.47
2020-10-18 00:00:00+00:00,,,26.22,18.29,3.64,11503.14
2020-10-17 00:00:00+00:00,,,26.22,18.29,3.64,11360.2
2020-10-16 00:00:00+00:00,,,26.22,18.29,3.64,11319.32
2020-10-15 00:00:00+00:00,,,26.22,18.29,3.64,11505.12
2020-10-14 00:00:00+00:00,,,26.22,18.29,3.64,11417.89
2020-10-13 00:00:00+00:00,,,26.22,18.29,3.64,11420.56
2020-10-12 00:00:00+00:00,,,26.22,18.29,3.64,11528.25
2020-10-11 00:00:00+00:00,,,26.36,18.69,4.46,11369.02
2020-10-10 00:00:00+00:00,,,26.36,18.69,4.46,11293.22
2020-10-09 00:00:00+00:00,,,26.36,18.69,4.46,11050.64
2020-10-08 00:00:00+00:00,,,26.36,18.69,4.46,10925.57
2020-10-07 00:00:00+00:00,,,26.36,18.69,4.46,10666.39
2020-10-06 00:00:00+00:00,,,26.36,18.69,4.46,10599.66
2020-10-05 00:00:00+00:00,,,26.36,18.69,4.46,10792.21
2020-10-04 00:00:00+00:00,,,27.08,19.16,4.3,10666.63
2020-10-03 00:00:00+00:00,,,27.08,19.16,4.3,10542.06
2020-10-02 00:00:00+00:00,,,27.08,19.16,4.3,10570.4
2020-10-01 00:00:00+00:00,,,27.08,19.16,4.3,10619.13
2020-09-30 00:00:00+00:00,,,27.08,19.16,4.3,10776.59
2020-09-29 00:00:00+00:00,,,27.08,19.16,4.3,10840.48
2020-09-28 00:00:00+00:00,,,27.08,19.16,4.3,10696.12
2020-09-27 00:00:00+00:00,,,26.79,19.47,4.59,10774.25
2020-09-26 00:00:00+00:00,,,26.79,19.47,4.59,10728.6
2020-09-25 00:00:00+00:00,,,26.79,19.47,4.59,10686.67
2020-09-24 00:00:00+00:00,,,26.79,19.47,4.59,10736.32
2020-09-23 00:00:00+00:00,,,26.79,19.47,4.59,10241.46
2020-09-22 00:00:00+00:00,,,26.79,19.47,4.59,10529.61
2020-09-21 00:00:00+00:00,,,26.79,19.47,4.59,10417.22
2020-09-20 00:00:00+00:00,,,26.93,19.61,4.89,10920.28
2020-09-19 00:00:00+00:00,,,26.93,19.61,4.89,11080.65
2020-09-18 00:00:00+00:00,,,26.93,19.61,4.89,10933.39
2020-09-17 00:00:00+00:00,,,26.93,19.61,4.89,10939.99
2020-09-16 00:00:00+00:00,,,26.93,19.61,4.89,10954.01
2020-09-15 00:00:00+00:00,,,26.93,19.61,4.89,10785.31
2020-09-14 00:00:00+00:00,,,26.93,19.61,4.89,10671.77
2020-09-13 00:00:00+00:00,,,26.74,19.8,4.21,10332.83
2020-09-12 00:00:00+00:00,,,26.74,19.8,4.21,10440.92
2020-09-11 00:00:00+00:00,,,26.74,19.8,4.21,10387.89
2020-09-10 00:00:00+00:00,,,26.74,19.8,4.21,10336.87
2020-09-09 00:00:00+00:00,,,26.74,19.8,4.21,10219.2
2020-09-08 00:00:00+00:00,,,26.74,19.8,4.21,10126.65
2020-09-07 00:00:00+00:00,,,26.74,19.8,4.21,10373.44
2020-09-06 00:00:00+00:00,,,25.95,19.64,4.55,10256.2
2020-09-05 00:00:00+00:00,,,25.95,19.64,4.55,10166.69
2020-09-04 00:00:00+00:00,,,25.95,19.64,4.55,10446.25
2020-09-03 00:00:00+00:00,,,25.95,19.64,4.55,10140.85
2020-09-02 00:00:00+00:00,,,25.95,19.64,4.55,11388.54
2020-09-01 00:00:00+00:00,,,25.95,19.64,4.55,11921.97
2020-08-31 00:00:00+00:00,,,25.95,19.64,4.55,11649.51
2020-08-30 00:00:00+00:00,,,25.67,20.13,4.11,11711.16
2020-08-29 00:00:00+00:00,,,25.67,20.13,4.11,11465.84
2020-08-28 00:00:00+00:00,,,25.67,20.13,4.11,11526.91
2020-08-27 00:00:00+00:00,,,25.67,20.13,4.11,11330.38
2020-08-26 00:00:00+00:00,,,25.67,20.13,4.11,11461.43
2020-08-25 00:00:00+00:00,,,25.67,20.13,4.11,11318.42
2020-08-24 00:00:00+00:00,,,25.67,20.13,4.11,11748.2
2020-08-23 00:00:00+00:00,,,24.51,19.37,4.73,11648.13
2020-08-22 00:00:00+00:00,,,24.51,19.37,4.73,11662.96
2020-08-21 00:00:00+00:00,,,24.51,19.37,4.73,11531.34
2020-08-20 00:00:00+00:00,,,24.51,19.37,4.73,11853.55
2020-08-19 00:00:00+00:00,,,24.51,19.37,4.73,11754.59
2020-08-18 00:00:00+00:00,,,24.51,19.37,4.73,11945.01
2020-08-17 00:00:00+00:00,,,24.51,19.37,4.73,12281.13
2020-08-16 00:00:00+00:00,,,24.0,18.07,5.45,11911.0
2020-08-15 00:00:00+00:00,,,24.0,18.07,5.45,11852.4
2020-08-14 00:00:00+00:00,,,24.0,18.07,5.45,11760.54
2020-08-13 00:00:00+00:00,,,24.0,18.07,5.45,11780.0
2020-08-12 00:00:00+00:00,,,24.0,18.07,5.45,11564.33
2020-08-11 00:00:00+00:00,,,24.0,18.07,5.45,11392.08
2020-08-10 00:00:00+00:00,,,24.0,18.07,5.45,11892.92
2020-08-09 00:00:00+00:00,,,23.68,18.47,5.63,11681.68
2020-08-08 00:00:00+00:00,,,23.68,18.47,5.63,11761.41
2020-08-07 00:00:00+00:00,,,23.68,18.47,5.63,11594.23
2020-08-06 00:00:00+00:00,,,23.68,18.47,5.63,11762.46
2020-08-05 00:00:00+00:00,,,23.68,18.47,5.63,11744.91
2020-08-04 00:00:00+00:00,,,23.68,18.47,5.63,11191.97
2020-08-03 00:00:00+00:00,,,23.68,18.47,5.63,11219.81
2020-08-02 00:00:00+00:00,,,23.63,16.7,5.97,11071.35
2020-08-01 00:00:00+00:00,,,23.63,16.7,5.97,11801.17
2020-07-31 00:00:00+00:00,,,23.63,16.7,5.97,11335.46
2020-07-30 00:00:00+00:00,,,23.63,16.7,5.97,11099.61
2020-07-29 00:00:00+00:00,,,23.63,16.7,5.97,11100.53
2020-07-28 00:00:00+00:00,,,23.63,16.7,5.97,10906.27
2020-07-27 00:00:00+00:00,,,23.63,16.7,5.97,11029.96
2020-07-26 00:00:00+00:00,,,24.64,17.59,5.82,9931.54
2020-07-25 00:00:00+00:00,,,24.64,17.59,5.82,9700.42
2020-07-24 00:00:00+00:00,,,24.64,17.59,5.82,9537.8
2020-07-23 00:00:00+00:00,,,24.64,17.59,5.82,9603.27
2020-07-22 00:00:00+00:00,,,24.64,17.59,5.82,9518.16
2020-07-21 00:00:00+00:00,,,24.64,17.59,5.82,9390.0
2020-07-20 00:00:00+00:00,,,24.64,17.59,5.82,9160.78
2020-07-19 00:00:00+00:00,,,25.44,18.12,5.79,9208.99
2020-07-18 00:00:00+00:00,,,25.44,18.12,5.79,9170.28
2020-07-17 00:00:00+00:00,,,25.44,18.12,5.79,9154.32
2020-07-16 00:00:00+00:00,,,25.44,18.12,5.79,9133.72
2020-07-15 00:00:00+00:00,,,25.44,18.12,5.79,9197.6
2020-07-14 00:00:00+00:00,,,25.44,18.12,5.79,9255.85
2020-07-13 00:00:00+00:00,,,25.44,18.12,5.79,9242.62
2020-07-12 00:00:00+00:00,,,25.84,17.23,5.56,9302.75
2020-07-11 00:00:00+00:00,,,25.84,17.23,5.56,9234.03
2020-07-10 00:00:00+00:00,,,25.84,17.23,5.56,9288.34
2020-07-09 00:00:00+00:00,,,25.84,17.23,5.56,9232.43
2020-07-08 00:00:00+00:00,,,25.84,17.23,5.56,9436.06
2020-07-07 00:00:00+00:00,,,25.84,17.23,5.56,9257.39
2020-07-06 00:00:00+00:00,,,25.84,17.23,5.56,9344.2
2020-07-05 00:00:00+00:00,,,25.32,18.11,4.75,9069.41
2020-07-04 00:00:00+00:00,,,25.32,18.11,4.75,9135.46
2020-07-03 00:00:00+00:00,,,25.32,18.11,4.75,9058.26
2020-07-02 00:00:00+00:00,,,25.32,18.11,4.75,9086.54
2020-07-01 00:00:00+00:00,,,25.32,18.11,4.75,9232.0
2020-06-30 00:00:00+00:00,,,25.32,18.11,4.75,9138.55
2020-06-29 00:00:00+00:00,,,25.32,18.11,4.75,9192.56
2020-06-28 00:00:00+00:00,,,24.28,16.76,4.83,9116.35
2020-06-27 00:00:00+00:00,,,24.28,16.76,4.83,9012.0
2020-06-26 00:00:00+00:00,,,24.28,16.76,4.83,9162.21
2020-06-25 00:00:00+00:00,,,24.28,16.76,4.83,9249.49
2020-06-24 00:00:00+00:00,,,24.28,16.76,4.83,9296.49
2020-06-23 00:00:00+00:00,,,24.28,16.76,4.83,9624.89
2020-06-22 00:00:00+00:00,,,24.28,16.76,4.83,9685.69
2020-06-21 00:00:00+00:00,,,22.89,17.24,4.07,9294.69
2020-06-20 00:00:00+00:00,,,22.89,17.24,4.07,9358.95
2020-06-19 00:00:00+00:00,,,22.89,17.24,4.07,9310.23
2020-06-18 00:00:00+00:00,,,22.89,17.24,4.07,9386.32
2020-06-17 00:00:00+00:00,,,22.89,17.24,4.07,9465.14
2020-06-16 00:00:00+00:00,,,22.89,17.24,4.07,9525.59
2020-06-15 00:00:00+00:00,,,22.89,17.24,4.07,9426.02
2020-06-14 00:00:00+00:00,,,22.56,17.01,4.21,9342.1
2020-06-13 00:00:00+00:00,,,22.56,17.01,4.21,9473.34
2020-06-12 00:00:00+00:00,,,22.56,17.01,4.21,9465.13
2020-06-11 00:00:00+00:00,,,22.56,17.01,4.21,9280.4
2020-06-10 00:00:00+00:00,,,22.56,17.01,4.21,9885.0
2020-06-09 00:00:00+00:00,,,22.56,17.01,4.21,9772.43
2020-06-08 00:00:00+00:00,,,22.56,17.01,4.21,9782.01
2020-06-07 00:00:00+00:00,,,22.51,17.54,4.21,9746.99
2020-06-06 00:00:00+00:00,,,22.51,17.54,4.21,9666.3
2020-06-05 00:00:00+00:00,,,22.51,17.54,4.21,9621.16
2020-06-04 00:00:00+00:00,,,22.51,17.54,4.21,9789.06
2020-06-03 00:00:00+00:00,,,22.51,17.54,4.21,9666.24
2020-06-02 00:00:00+00:00,,,22.51,17.54,4.21,9518.04
2020-06-01 00:00:00+00:00,,,22.51,17.54,4.21,10200.77
2020-05-31 00:00:00+00:00,,,22.73,15.91,5.11,9448.27
2020-05-30 00:00:00+00:00,,,22.73,15.91,5.11,9697.72
2020-05-29 00:00:00+00:00,,,22.73,15.91,5.11,9427.07
2020-05-28 00:00:00+00:00,,,22.73,15.91,5.11,9575.89
2020-05-27 00:00:00+00:00,,,22.73,15.91,5.11,9204.07
2020-05-26 00:00:00+00:00,,,22.73,15.91,5.11,8841.18
2020-05-25 00:00:00+00:00,,,22.73,15.91,5.11,8900.35
2020-05-24 00:00:00+00:00,,,23.29,15.06,5.6,8720.34
2020-05-23 00:00:00+00:00,,,23.29,15.06,5.6,9179.15
2020-05-22 00:00:00+00:00,,,23.29,15.06,5.6,9170.0
2020-05-21 00:00:00+00:00,,,23.29,15.06,5.6,9068.65
2020-05-20 00:00:00+00:00,,,23.29,15.06,5.6,9511.43
2020-05-19 00:00:00+00:00,,,23.29,15.06,5.6,9775.53
2020-05-18 00:00:00+00:00,,,23.29,15.06,5.6,9733.93
2020-05-17 00:00:00+00:00,,,21.99,15.79,4.76,9680.04
2020-05-16 00:00:00+00:00,,,21.99,15.79,4.76,9381.27
2020-05-15 00:00:00+00:00,,,21.99,15.79,4.76,9316.42
2020-05-14 00:00:00+00:00,,,21.99,15.79,4.76,9791.98
2020-05-13 00:00:00+00:00,,,21.99,15.79,4.76,9309.37
2020-05-12 00:00:00+00:00,,,21.99,15.79,4.76,8810.79
2020-05-11 00:00:00+00:00,,,21.99,15.79,4.76,8561.52
2020-05-10 00:00:00+00:00,,,21.35,15.56,4.98,8722.77
2020-05-09 00:00:00+00:00,,,21.35,15.56,4.98,9539.4
2020-05-08 00:00:00+00:00,,,21.35,15.56,4.98,9800.01
2020-05-07 00:00:00+00:00,,,21.35,15.56,4.98,9986.4
2020-05-06 00:00:00+00:00,,,21.35,15.56,4.98,9142.92
2020-05-05 00:00:00+00:00,,,21.35,15.56,4.98,9021.83
2020-05-04 00:00:00+00:00,,,21.35,15.56,4.98,8871.96
2020-05-03 00:00:00+00:00,,,21.5,17.33,4.72,8894.16
2020-05-02 00:00:00+00:00,,,21.5,17.33,4.72,8972.05
2020-05-01 00:00:00+00:00,,,21.5,17.33,4.72,8826.96
2020-04-30 00:00:00+00:00,,,21.5,17.33,4.72,8620.0
2020-04-29 00:00:00+00:00,,,21.5,17.33,4.72,8778.57
2020-04-28 00:00:00+00:00,,,21.5,17.33,4.72,7738.98
2020-04-27 00:00:00+00:00,,,21.5,17.33,4.72,7774.62
2020-04-26 00:00:00+00:00,,,21.51,17.48,4.45,7693.1
2020-04-25 00:00:00+00:00,,,21.51,17.48,4.45,7538.67
2020-04-24 00:00:00+00:00,,,21.51,17.48,4.45,7505.0
2020-04-23 00:00:00+00:00,,,21.51,17.48,4.45,7482.39
2020-04-22 00:00:00+00:00,,,21.51,17.48,4.45,7125.14
2020-04-21 00:00:00+00:00,,,21.51,17.48,4.45,6841.37
2020-04-20 00:00:00+00:00,,,21.51,17.48,4.45,6826.83
2020-04-19 00:00:00+00:00,,,22.74,17.85,5.48,7120.74
2020-04-18 00:00:00+00:00,,,22.74,17.85,5.48,7248.6
2020-04-17 00:00:00+00:00,,,22.74,17.85,5.48,7027.55
2020-04-16 00:00:00+00:00,,,22.74,17.85,5.48,7101.94
